

Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system:  Equatorial
|name        |ra        |dec      |t90     |
|GRB100717372|19 08 14.4|-00 39 36|   5.952|
|GRB120629565|11 44 38.4|-00 36 00|   0.704|
|GRB140624423|01 32 38.4|-00 33 36|   0.096|
|GRB130830864|09 31 52.8|-00 33 00|  83.968|
|GRB130305526|04 53 16.8|-01 33 36| 118.528|
|GRB170212034|10 20 24.0|-01 28 48|  15.872|
|GRB120218276|06 47 24.0|-01 22 12| 256.260|
|GRB131029990|07 21 07.2|-01 22 12|  50.944|
|GRB140818781|18 04 35.5|-01 21 40|  20.992|
|GRB120121251|13 55 36.0|-01 20 24|  37.121|
|GRB120915474|18 54 14.4|-01 06 36|   5.888|
|GRB141005535|17 49 09.6|-01 05 24|  11.264|
|GRB100701490|02 52 26.2|-02 13 26|  22.016|
|GRB141003788|09 10 33.6|-02 12 36|   7.424|
|GRB130815660|07 29 28.8|-02 09 00|  37.889|
|GRB120618919|14 14 16.8|-02 06 36|  47.616|
|GRB081122614|10 05 36.0|-02 06 00|   0.192|
|GRB121005030|13 00 40.8|-02 05 24|  96.768|
|GRB090202347|18 17 12.0|-02 00 00|  12.608|
|GRB160503567|00 02 09.6|-01 55 48|  59.392|
|GRB150127589|09 29 38.4|-03 08 24|  60.929|
|GRB121008424|22 43 52.8|-03 06 00|   3.456|
|GRB080913735|03 00 24.0|-03 00 00|  41.217|
|GRB131004904|19 44 27.6|-02 57 36|   1.152|
|GRB150911315|23 41 07.2|-02 54 00|  41.728|
|GRB110730660|22 20 24.0|-02 53 24|  33.856|
|GRB160226913|06 09 12.0|-02 52 12| 105.472|
|GRB080824909|08 09 36.0|-02 48 00|   7.424|
|GRB170228794|15 58 12.0|-03 35 24|  60.673|
|GRB120204054|19 30 19.2|-03 34 12|  49.089|
|GRB121031949|11 23 05.0|-03 30 40| 242.436|
|GRB110613631|22 27 26.4|-03 28 12|  40.193|
|GRB100427356|05 56 40.8|-03 27 36|  12.544|
|GRB150506972|01 57 00.0|-03 22 12|   0.384|
|GRB090713020|18 59 12.0|-03 19 48|  82.817|
|GRB110605780|16 08 21.6|-03 08 24|   1.536|
|GRB100511035|07 17 09.6|-04 39 00|  42.433|
|GRB101016243|08 52 09.6|-04 37 12|   3.840|
|GRB131011741|02 10 06.1|-04 24 42|  77.057|
|GRB131229277|05 40 55.8|-04 23 46|  12.992|
|GRB100420008|08 13 50.4|-04 23 24|  20.288|
|GRB121023322|20 55 26.4|-04 22 48|   0.512|
|GRB170423719|22 57 21.6|-04 15 36|  46.593|
|GRB130518551|19 18 52.8|-04 09 00|   4.096|
|GRB141230142|03 47 55.2|+01 35 24|   9.856|
|GRB110206202|22 14 48.0|+01 36 36|  12.288|
|GRB110812899|05 11 02.4|+01 42 36|  11.264|
|GRB091128285|08 30 45.6|+01 43 48|  87.810|
|GRB160215773|23 47 09.6|+01 43 48| 141.314|
|GRB090623913|02 46 48.0|+01 48 00|   7.168|
|GRB120914144|17 51 45.6|+01 49 12|  10.240|
|GRB110529811|22 42 28.8|+01 51 36|  34.816|
|GRB100225580|20 57 04.8|+00 12 36|   6.400|
|GRB101113483|01 56 19.2|+00 12 36|  12.288|
|GRB160717813|19 51 07.2|+00 15 36|  66.817|
|GRB100728439|02 56 12.7|+00 16 48|  10.240|
|GRB150106921|02 43 19.2|+00 18 36|  79.872|
|GRB080810549|23 47 12.0|+00 19 12| 107.457|
|GRB100326402|20 58 48.0|+00 27 00| 171.011|
|GRB170326489|20 19 50.4|+00 35 24|   9.728|
|GRB140918379|23 44 43.2|-00 32 24| 165.632|
|GRB170203486|16 20 21.6|-00 30 36|   0.336|
|GRB150613420|07 04 31.2|-00 27 36|  27.392|
|GRB171103655|00 22 48.0|-00 22 48|  25.600|
|GRB101026034|17 34 48.0|-00 22 12|   0.256|
|GRB130214800|03 47 43.2|-00 17 24|  13.760|
|GRB141028455|21 30 24.2|-00 13 52|  31.489|
|GRB130903033|05 28 31.2|-00 07 36|  68.608|
|GRB120213606|12 13 57.6|+05 45 36|  13.824|
|GRB160728337|22 28 09.6|+05 46 12|  18.688|
|GRB100423244|07 58 40.8|+05 46 48|  16.512|
|GRB111216389|12 23 57.6|+05 49 48|  83.778|
|GRB140402007|13 50 22.1|+05 58 16|   0.320|
|GRB110119931|23 14 13.9|+05 59 15| 205.828|
|GRB130829672|17 14 02.4|+06 00 00|   6.656|
|GRB100919884|10 52 57.6|+06 01 12|  49.601|
|GRB130906222|12 56 26.4|+04 12 00|  11.264|
|GRB150527283|19 15 50.4|+04 12 05|  20.736|
|GRB140516700|07 40 38.4|+04 17 24|  38.144|
|GRB120603439|13 15 10.6|+04 19 34|   0.384|
|GRB140824548|03 42 31.2|+04 21 00|   4.096|
|GRB100517243|00 41 45.6|+04 25 48|  29.633|
|GRB081012045|04 38 48.0|+04 30 00|   1.216|
|GRB090904581|17 26 36.0|+04 33 36|  38.401|
|GRB101003244|11 43 24.0|+02 29 24|   9.984|
|GRB091227294|19 47 45.6|+02 36 00|  21.888|
|GRB130929375|13 23 43.2|+02 48 00|   2.304|
|GRB130117087|22 44 57.6|+02 48 36|  78.848|
|GRB160314473|10 47 57.6|+02 49 48|   1.664|
|GRB110302043|08 09 24.0|+02 54 36|  38.336|
|GRB150412507|12 27 09.6|+02 54 36|   0.576|
|GRB100616773|22 51 38.4|+03 05 24|   0.192|
|GRB131110373|00 39 14.4|+08 09 36|  27.328|
|GRB160825799|21 58 09.6|+08 09 36|   6.144|
|GRB150326521|23 01 33.6|+08 11 24|   5.888|
|GRB141221338|13 13 08.6|+08 12 19|  23.808|
|GRB080714086|02 47 36.0|+08 30 00|   5.376|
|GRB120227391|05 39 02.4|+08 30 00|  19.712|
|GRB161112496|18 35 16.8|+08 34 48|  71.422|
|GRB121211695|04 49 28.8|+08 37 48|   8.960|
|GRB150619287|14 38 45.6|+08 38 24|  57.089|
|GRB100414097|12 48 26.9|+08 41 30|  26.497|
|GRB101207536|11 43 00.0|+08 43 12|  61.441|
|GRB110529262|11 30 24.0|+08 47 24|  45.825|
|GRB090206620|10 24 48.0|+08 48 00|   0.320|
|GRB080725541|23 39 12.0|+08 54 00|   0.960|
|GRB080920268|08 06 24.0|+08 54 00| 113.921|
|GRB120624933|11 23 45.6|+08 55 48| 271.364|
|GRB140219824|10 32 48.0|+07 12 00|  77.056|
|GRB170912985|05 34 16.8|+07 12 00|   0.480|
|GRB090807832|21 47 36.0|+07 13 48|  17.920|
|GRB111105457|10 13 55.2|+07 16 48|  43.520|
|GRB080818945|06 32 24.0|+07 24 00|  13.376|
|GRB161014522|22 10 35.5|+07 28 07|  36.609|
|GRB150506398|11 45 00.0|+07 33 36|   6.784|
|GRB081216531|08 36 48.0|+07 36 00|   0.768|
|GRB161229878|05 24 07.2|+06 18 36|  33.537|
|GRB140610548|08 06 52.8|+06 19 12|  36.865|
|GRB120806007|20 35 57.6|+06 19 48|  26.624|
|GRB121122870|23 41 48.0|+06 20 24| 125.439|
|GRB170818137|19 48 52.8|+06 21 00|   0.576|
|GRB160102500|14 55 04.8|+06 22 48|  25.344|
|GRB160827616|08 36 14.4|+06 22 48|   6.400|
|GRB170302876|00 47 48.0|+06 24 36|  89.856|
|GRB160125368|05 07 07.2|+13 00 36|  16.896|
|GRB100905907|17 30 36.0|+13 04 48|  11.520|
|GRB100206563|03 08 38.8|+13 09 28|   0.176|
|GRB091123081|22 31 16.8|+13 21 00|  15.552|
|GRB130215063|02 53 55.2|+13 22 12| 143.746|
|GRB110412315|08 53 58.1|+13 31 01|  20.733|
|GRB150901924|01 05 21.6|+13 31 12|   0.256|
|GRB140821997|11 38 52.8|+13 31 48|  32.513|
|GRB100313509|12 25 28.8|+11 43 12|  34.048|
|GRB110531448|12 42 02.4|+11 51 00|  38.656|
|GRB171022885|14 28 14.4|+11 54 36|  13.278|
|GRB091201089|01 51 21.6|+11 56 24|  12.992|
|GRB140112060|00 33 45.6|+11 59 24|  12.032|
|GRB170110967|03 18 28.8|+12 03 00|  34.048|
|GRB170305256|02 34 38.4|+12 05 24|   0.448|
|GRB091005679|02 52 33.6|+12 07 12|   6.976|
|GRB130219626|14 06 24.0|+12 13 12|   1.536|
|GRB160104475|05 07 11.2|+11 19 26|   8.704|
|GRB150131335|01 04 28.8|+11 21 36|   8.192|
|GRB151219567|23 24 45.6|+11 22 12|  62.720|
|GRB130624093|22 29 16.8|+11 27 00|  13.824|
|GRB110601681|20 42 50.4|+11 28 48|  52.206|
|GRB090428552|00 03 12.0|+11 30 00|  31.488|
|GRB160113398|12 29 02.4|+11 31 48|  24.576|
|GRB141230834|12 05 52.8|+11 39 00|  28.928|
|GRB160804065|14 46 31.2|+09 59 56| 131.586|
|GRB101211485|02 07 21.6|+10 03 36|  13.568|
|GRB120224898|22 04 14.4|+10 10 48|  29.184|
|GRB130702951|19 28 38.4|+10 23 24|  16.384|
|GRB110926107|04 37 45.6|+10 25 48|  75.265|
|GRB130623699|18 58 43.2|+10 40 12|   7.680|
|GRB120420858|07 17 02.4|+10 45 36| 254.913|
|GRB140720280|09 25 24.0|+10 45 36|   9.984|
|GRB160522445|06 58 48.0|+21 11 24|  43.777|
|GRB081024891|21 31 36.0|+21 12 00|   0.640|
|GRB090131090|23 29 12.0|+21 12 00|  35.073|
|GRB131202906|11 18 38.4|+21 15 00|  86.017|
|GRB170316710|11 53 04.8|+21 15 36|  39.425|
|GRB121223300|03 20 26.4|+21 22 12|  11.005|
|GRB081110601|07 26 48.0|+21 24 00|  11.776|
|GRB131014513|01 00 12.0|+21 25 48|  30.208|
|GRB160308709|08 33 04.8|+20 11 24|  88.064|
|GRB100625891|22 33 02.4|+20 17 24|  29.184|
|GRB080804456|07 10 00.0|+20 18 00| 501.830|
|GRB140224382|00 11 07.2|+20 22 12|   2.304|
|GRB140917512|11 25 28.8|+20 24 36|  16.512|
|GRB100608382|02 02 09.6|+20 27 00|  30.208|
|GRB090907808|05 24 14.4|+20 30 00|   0.832|
|GRB170325331|08 29 55.9|+20 31 34|   0.576|
|GRB100502356|08 44 02.4|+18 22 48|  95.810|
|GRB081009140|16 42 00.0|+18 24 00|  41.345|
|GRB100814351|08 11 16.8|+18 29 24|   7.424|
|GRB120430980|03 09 00.0|+18 31 12|  14.592|
|GRB100719825|15 25 38.4|+18 33 36|   3.072|
|GRB100228873|07 51 57.6|+18 37 48|   8.704|
|GRB100516396|19 50 43.2|+18 39 36|   0.640|
|GRB100101988|04 42 38.4|+18 41 24|   1.984|
|GRB110906302|01 45 16.8|+17 39 00|  23.936|
|GRB090629543|00 33 55.2|+17 40 12|  20.480|
|GRB090612619|05 24 07.2|+17 42 36|  42.433|
|GRB121210081|13 30 09.6|+17 46 12|  12.800|
|GRB141122956|05 02 50.4|+17 56 24|   4.096|
|GRB140328560|21 20 09.6|+17 58 12|   4.160|
|GRB171002969|11 44 57.6|+18 03 00|   7.936|
|GRB141213300|16 32 45.6|+18 03 36|   0.768|
|GRB100131730|08 01 36.0|+16 27 00|   3.520|
|GRB120122300|06 26 19.2|+16 31 48|  16.701|
|GRB110220761|12 21 57.6|+16 34 48|  33.024|
|GRB081022364|13 41 36.0|+16 36 00|  17.152|
|GRB130612141|17 19 13.0|+16 42 22|   7.424|
|GRB120415076|14 14 09.6|+16 43 48|  12.544|
|GRB090424592|12 38 00.0|+16 48 00|  14.144|
|GRB170422343|12 34 31.2|+16 49 12|  25.344|
|GRB140729026|12 55 48.0|+15 21 00|  55.553|
|GRB110825102|02 59 35.0|+15 24 25|  62.465|
|GRB101015558|04 52 38.4|+15 27 36| 500.552|
|GRB090915650|15 52 04.8|+15 29 16|  76.609|
|GRB160131174|07 32 07.2|+15 29 24| 205.315|
|GRB100111176|16 28 11.5|+15 33 03|  19.520|
|GRB100228544|13 19 19.2|+15 37 12|  67.072|
|GRB110307972|12 52 28.8|+15 38 24|   2.304|
|GRB170722525|03 20 09.6|+14 17 24|  37.376|
|GRB090626707|09 05 45.6|+14 26 24|        |
|GRB100116897|20 20 04.8|+14 27 00| 102.530|
|GRB150716552|19 06 33.6|+14 27 36|  32.768|
|GRB111228453|22 02 36.0|+14 28 12|   2.944|
|GRB170206453|14 11 09.6|+14 28 48|   1.168|
|GRB170403583|17 48 19.2|+14 31 48|   0.480|
|GRB121012724|02 13 40.8|+14 34 48|   0.448|
|GRB170530581|07 48 57.6|+14 34 48|  19.456|
|GRB110227229|01 40 57.6|+15 53 24|  18.432|
|GRB100210101|16 17 31.2|+16 04 48|  29.184|
|GRB160628579|18 33 16.8|+16 05 24|  23.040|
|GRB150717795|15 46 12.0|+16 08 24|   9.984|
|GRB160724444|03 45 40.8|+16 13 48|  11.008|
|GRB120727681|02 31 02.4|+16 21 36|  10.496|
|GRB160727971|09 43 57.6|+16 24 00|   3.136|
|GRB110228792|16 20 21.6|+16 24 36|  17.152|
|GRB150319271|00 28 31.2|+28 03 36|  10.496|
|GRB110128073|12 55 36.0|+28 06 00|  12.160|
|GRB161125931|03 57 26.4|+28 07 48|  69.633|
|GRB130610133|14 57 40.8|+28 12 36|  21.760|
|GRB170222209|19 31 49.4|+28 12 40|   1.664|
|GRB130828306|17 19 11.3|+28 12 56| 136.450|
|GRB160513962|19 15 21.6|+28 21 00|  65.792|
|GRB141226880|10 55 24.0|+28 23 24|  38.656|
|GRB100816026|23 26 57.1|+26 34 43|   2.045|
|GRB101130074|18 18 26.4|+26 37 12|   4.864|
|GRB090708152|10 18 31.0|+26 38 13|  21.248|
|GRB170618475|00 59 19.2|+26 44 24|  52.481|
|GRB081217983|07 47 12.0|+26 48 00|  29.696|
|GRB081226156|12 52 00.0|+26 48 00|  65.793|
|GRB100406758|05 11 09.6|+26 51 36|   5.888|
|GRB110401920|17 54 14.4|+26 52 12|   2.368|
|GRB121005340|09 58 55.2|+25 24 00| 141.568|
|GRB091017861|14 03 12.0|+25 29 24|   2.624|
|GRB170708046|22 13 00.0|+25 37 48|   0.160|
|GRB140831215|18 41 28.8|+25 38 24|   0.704|
|GRB170522657|09 17 21.6|+25 40 12|   7.424|
|GRB161228032|07 43 16.8|+25 45 36|  39.937|
|GRB090704783|19 45 24.0|+25 52 48|  19.456|
|GRB120205285|16 13 40.1|+25 54 00|   0.576|
|GRB140603476|14 29 48.0|+25 54 36| 138.242|
|GRB141029134|06 50 00.0|+25 04 12| 202.435|
|GRB120727354|10 53 02.4|+25 05 24|   0.896|
|GRB150612702|00 09 07.2|+25 05 24|  68.353|
|GRB100915243|05 41 34.7|+25 05 42|   7.936|
|GRB131217183|15 10 55.2|+25 09 36|   9.216|
|GRB130530719|10 43 48.0|+25 13 48|  58.621|
|GRB170412917|13 27 00.0|+25 16 48|  81.601|
|GRB090112729|12 49 12.0|+25 24 00|  14.080|
|GRB120312671|16 47 14.9|+23 52 52|  13.312|
|GRB110904531|21 34 57.6|+23 56 24|  20.480|
|GRB150614073|18 53 02.4|+23 57 00|   5.120|
|GRB121202181|17 07 15.6|+23 57 07|  17.152|
|GRB170803172|05 06 00.0|+23 58 12|   6.656|
|GRB171008080|15 30 21.6|+24 01 12|   1.472|
|GRB140715231|04 20 12.0|+24 04 12|  77.312|
|GRB160831411|20 11 40.8|+24 05 24|  50.689|
|GRB140819160|19 09 57.6|+24 06 00|   6.656|
|GRB141102779|07 36 52.8|+22 43 48|  25.088|
|GRB090704242|13 52 49.2|+22 47 24|  69.889|
|GRB160929529|22 40 55.2|+22 47 24|   4.864|
|GRB120328268|15 12 33.6|+22 48 00|  29.697|
|GRB151024179|15 31 26.4|+22 57 00|   4.608|
|GRB160917921|09 42 43.2|+22 57 00|  10.752|
|GRB090717111|16 27 48.0|+22 58 12|   0.384|
|GRB130307126|10 23 59.0|+22 59 53|   0.384|
|GRB140216331|12 56 09.6|+31 27 36|   2.432|
|GRB100302061|11 04 45.6|+31 30 36|   2.240|
|GRB140227738|15 41 14.4|+31 33 00|  17.152|
|GRB140628704|23 56 36.0|+31 33 36|  75.520|
|GRB150609316|03 29 02.4|+31 37 48|   0.256|
|GRB110706728|00 36 14.4|+31 43 48|  16.896|
|GRB130220964|20 24 48.0|+31 44 24|   6.400|
|GRB150923297|21 07 12.0|+31 49 12|   0.192|
|GRB130612456|16 31 45.6|+31 01 12|  10.240|
|GRB100530737|19 18 55.2|+31 02 24|   3.328|
|GRB160827837|21 09 26.4|+31 03 36|  24.576|
|GRB140825328|22 51 21.6|+31 05 24|  78.593|
|GRB160519012|04 44 27.1|+31 11 49|  98.560|
|GRB140126815|13 54 48.0|+31 16 48|  75.776|
|GRB090419997|05 54 24.0|+31 18 00| 166.915|
|GRB131128629|23 41 13.9|+31 18 23|   1.984|
|GRB140109771|06 50 57.6|+29 45 36|   0.704|
|GRB081119184|23 06 00.0|+30 00 00|   0.320|
|GRB100315361|13 55 36.0|+30 08 24|  35.584|
|GRB121211574|13 02 10.6|+30 09 40|   5.632|
|GRB161015710|17 56 36.0|+30 11 24|  15.104|
|GRB090610883|04 41 28.8|+30 18 00|   7.424|
|GRB100829876|06 01 38.2|+30 18 50|   8.704|
|GRB090730608|16 50 19.2|+30 27 36|   9.088|
|GRB150411026|22 51 00.0|+28 23 24|  15.360|
|GRB150226545|03 24 24.0|+28 28 48| 174.595|
|GRB150618674|15 52 40.8|+28 32 24|  45.312|
|GRB170125022|17 36 33.6|+28 34 48|   3.904|
|GRB111201599|12 21 52.8|+28 36 36|  16.896|
|GRB080730786|16 26 24.0|+28 42 00|  13.312|
|GRB110705364|08 11 50.4|+28 48 00|  19.200|
|GRB111112908|14 54 52.8|+28 48 36|   0.224|
|GRB160406503|17 27 11.3|+32 15 47|   0.432|
|GRB170929513|12 51 31.2|+32 18 00|   9.472|
|GRB110413938|23 30 40.8|+32 19 48|  54.272|
|GRB110217591|18 18 57.6|+32 21 00|  60.672|
|GRB170830328|14 39 48.0|+32 24 36|  14.592|
|GRB140209313|05 25 18.7|+32 29 17|   1.408|
|GRB080924766|04 51 12.0|+32 30 00|  39.937|
|GRB150110923|19 17 26.4|+32 31 19|   2.560|
|GRB110124784|03 35 19.2|+36 21 00|   5.376|
|GRB110921577|19 36 18.7|+36 22 37|  40.705|
|GRB170805901|16 15 52.8|+36 22 48|  25.856|
|GRB110101202|17 37 02.4|+36 32 24|   3.584|
|GRB091003191|16 46 04.8|+36 37 29|  20.224|
|GRB120916173|13 43 14.4|+36 39 36|  52.993|
|GRB090228976|23 50 24.0|+36 42 00|   7.936|
|GRB151222340|23 40 43.2|+36 42 00|   0.768|
|GRB150101270|20 50 24.7|+36 44 00|   0.240|
|GRB120612680|14 07 31.2|+34 33 36|  63.232|
|GRB110101506|07 02 00.0|+34 34 48| 235.523|
|GRB120703417|04 37 57.6|+34 44 24|  64.513|
|GRB160318342|04 22 43.2|+34 44 24|  12.800|
|GRB140429975|22 34 24.0|+34 51 00|   9.216|
|GRB150208929|23 22 40.8|+34 53 24|   0.128|
|GRB090207777|16 50 48.0|+34 54 00|  24.832|
|GRB170903534|16 58 07.7|+34 59 06|  25.600|
|GRB171124235|22 22 04.8|+35 13 12|  26.177|
|GRB131108024|23 34 24.0|+33 52 48|  14.592|
|GRB131127696|16 25 12.0|+33 55 12|  15.104|
|GRB150120123|00 41 16.5|+33 59 41|   1.728|
|GRB100225703|09 51 38.4|+34 00 36|   4.480|
|GRB090802235|05 37 19.2|+34 05 24|   0.128|
|GRB090126227|12 36 48.0|+34 06 00|   5.632|
|GRB170804911|17 25 02.4|+34 08 24|  26.368|
|GRB100805300|01 31 12.0|+34 11 24|   0.064|
|GRB080724401|23 53 12.0|+32 54 00| 379.397|
|GRB100307928|08 37 40.8|+32 58 12|  16.128|
|GRB090102122|08 32 48.0|+33 06 00|  26.624|
|GRB120814803|06 02 16.8|+33 07 48|   0.192|
|GRB140404171|11 30 55.2|+33 10 48|  26.624|
|GRB081223419|07 30 00.0|+33 12 00|   0.576|
|GRB150622393|17 48 12.0|+33 15 00|  60.673|
|GRB110304071|21 31 43.2|+33 16 12|  19.520|
|GRB141222691|06 29 43.2|+40 07 48|  34.049|
|GRB151022577|07 21 28.8|+40 13 48|   0.320|
|GRB140714268|14 43 57.6|+40 18 36| 132.098|
|GRB110916016|00 16 26.4|+40 21 36|   1.792|
|GRB090422150|19 38 48.0|+40 24 00|   9.216|
|GRB170829674|21 46 21.6|+40 39 00|  81.152|
|GRB120713226|10 46 43.2|+40 39 36|  13.824|
|GRB111208353|19 20 36.0|+40 40 08|  40.961|
|GRB170604603|22 41 45.6|+40 40 12|   0.320|
|GRB091107635|12 09 24.0|+38 56 24|  11.008|
|GRB150211239|22 26 14.4|+38 58 48|  18.432|
|GRB160910722|14 45 46.1|+39 04 00|  24.320|
|GRB161227498|05 18 00.0|+39 09 00|   2.560|
|GRB130924910|05 14 21.6|+39 15 36|   1.792|
|GRB151211672|17 29 57.6|+39 15 36|  40.897|
|GRB101112924|19 28 52.3|+39 21 32|   9.472|
|GRB160228034|02 08 50.4|+39 22 48|  16.128|
|GRB100219026|22 03 43.2|+37 47 24|  59.712|
|GRB141205337|06 11 26.2|+37 52 34|   1.280|
|GRB170614255|04 42 12.0|+37 55 48| 122.626|
|GRB160628136|05 51 40.8|+38 10 12|   5.888|
|GRB110130230|07 26 02.4|+38 15 00|  47.360|
|GRB091209001|17 23 50.4|+38 17 24|  42.945|
|GRB120509619|13 01 33.6|+38 18 36|   0.704|
|GRB150323395|17 21 47.3|+38 18 58|  56.321|
|GRB171007498|09 02 10.6|+42 50 56|   3.456|
|GRB110422029|15 06 45.6|+43 01 12|   0.320|
|GRB141111435|03 24 52.8|+43 01 12|   1.728|
|GRB110328520|07 50 36.0|+43 06 00| 141.315|
|GRB171106498|18 16 16.8|+43 07 12|  10.752|
|GRB161017745|09 31 03.6|+43 08 31|  32.256|
|GRB090520832|22 08 00.0|+43 12 00|   0.768|
|GRB131217506|03 49 50.4|+43 12 36|   3.328|
|GRB140501497|04 11 07.2|+43 15 00|  22.144|
|GRB100902990|20 24 09.6|+42 18 36|  22.272|
|GRB171009138|23 12 33.6|+42 18 36|  47.104|
|GRB160821857|11 24 59.5|+42 20 35|  43.009|
|GRB171025213|15 30 38.4|+42 21 00|   6.400|
|GRB080816503|10 24 48.0|+42 36 00|  64.769|
|GRB130517781|02 47 26.4|+42 39 36|  33.280|
|GRB170710340|02 52 29.3|+42 40 44|  42.240|
|GRB100609783|06 01 55.2|+42 46 48| 230.404|
|GRB130406354|09 12 50.4|+42 49 48|   2.560|
|GRB150703259|22 45 19.2|+46 36 36|  46.593|
|GRB080806896|16 07 12.0|+46 42 00|  75.777|
|GRB171126235|15 51 21.6|+46 45 36|   1.472|
|GRB130314147|13 44 50.4|+46 46 12| 142.851|
|GRB140508128|17 01 52.1|+46 46 49|  44.288|
|GRB120504468|21 59 45.6|+46 49 48|  41.985|
|GRB100706693|17 00 38.4|+46 53 24|   0.128|
|GRB110106893|08 56 47.0|+46 59 53|  35.521|
|GRB140703026|00 51 59.0|+45 06 06|  83.969|
|GRB130716352|23 15 28.8|+45 20 24|  91.136|
|GRB081130212|02 16 48.0|+45 24 00|   2.240|
|GRB151107851|02 05 12.0|+45 35 24| 139.010|
|GRB160314929|11 10 14.4|+45 40 12|  97.538|
|GRB101224227|19 03 42.2|+45 42 54|   1.728|
|GRB090814950|20 30 36.0|+45 43 12| 108.610|
|GRB101101744|00 54 12.0|+45 45 00|   3.328|
|GRB170606968|08 12 38.4|+43 55 48|  11.264|
|GRB101027230|05 16 04.8|+43 58 12|   1.344|
|GRB111010237|05 48 21.6|+43 58 48|  82.433|
|GRB140831374|00 17 09.6|+44 00 36|   3.584|
|GRB130409960|02 02 04.8|+44 06 00|  26.112|
|GRB090817036|04 15 51.8|+44 07 24|  52.417|
|GRB130407800|03 34 07.2|+44 10 12|  32.000|
|GRB131024900|09 38 00.7|+44 16 17|  45.312|
|GRB090909487|02 09 12.0|+53 55 12|  14.336|
|GRB170310417|14 33 14.4|+53 58 48|  13.568|
|GRB081215784|08 22 24.0|+54 00 00|   5.568|
|GRB171102107|12 30 55.2|+54 01 48|  48.385|
|GRB121128212|20 02 24.0|+54 17 59|  17.344|
|GRB090429530|17 20 00.0|+54 18 00|  14.336|
|GRB161022114|08 36 00.5|+54 20 56|  26.368|
|GRB130420539|12 12 30.7|+54 23 26|  13.824|
|GRB120226447|05 50 21.6|+52 21 00|  14.592|
|GRB160206430|12 17 02.4|+52 24 36|  21.504|
|GRB110605183|00 59 48.0|+52 27 36|  82.689|
|GRB140311885|16 49 09.8|+52 44 49|  72.193|
|GRB120101354|12 23 28.8|+52 54 36|   0.128|
|GRB090815946|16 45 02.4|+52 55 48| 212.992|
|GRB150416773|03 55 00.0|+52 57 36|  33.281|
|GRB081102739|22 04 48.0|+53 00 00|  34.816|
|GRB091223511|15 25 04.8|+54 43 48|  49.725|
|GRB120522361|03 44 16.8|+54 51 00|  28.160|
|GRB130228111|17 01 50.4|+55 01 12| 111.106|
|GRB151014592|00 01 33.6|+55 04 12|  34.304|
|GRB120308588|02 03 00.0|+55 13 12|  25.600|
|GRB160101215|00 05 26.4|+55 13 48|  22.013|
|GRB130925546|05 33 43.2|+55 18 00| 265.477|
|GRB121125356|15 14 04.8|+55 19 19|  49.857|
|GRB160518985|17 43 02.4|+49 58 48|  27.136|
|GRB140219319|14 47 43.2|+50 00 00|   6.080|
|GRB170817908|05 32 07.2|+50 04 12|   2.624|
|GRB170219002|03 39 22.3|+50 04 19|   0.096|
|GRB140105065|13 52 52.8|+50 10 12|   1.088|
|GRB150323712|12 50 27.1|+50 11 53|  43.264|
|GRB120427153|07 38 48.0|+50 12 36|  22.784|
|GRB160804180|08 11 26.4|+50 18 00|   0.640|
|GRB130919352|03 59 12.0|+48 31 12|  80.897|
|GRB120226871|20 11 43.2|+48 39 54|  52.993|
|GRB081126899|21 34 00.0|+48 42 00|  54.145|
|GRB150710646|08 55 31.2|+48 54 00|  33.280|
|GRB150707124|05 37 40.8|+48 57 36| 112.384|
|GRB140502354|21 16 44.9|+48 58 12|  20.096|
|GRB140306146|01 51 45.6|+48 58 48|  51.713|
|GRB130623396|13 34 21.6|+49 01 48|  44.544|
|GRB170614486|14 42 50.4|+47 30 00|  26.880|
|GRB110117364|08 43 28.8|+47 35 24|  72.448|
|GRB161205561|21 15 55.2|+47 39 00|  33.536|
|GRB140630505|01 50 19.2|+47 43 48|  63.745|
|GRB100802240|00 09 52.2|+47 45 16|  28.672|
|GRB170711931|03 03 08.6|+47 51 00|  12.288|
|GRB120118898|11 06 16.8|+47 52 12|  17.152|
|GRB080805496|21 30 48.0|+47 54 00|  29.440|
|GRB160813297|21 32 09.6|+47 54 00|   7.936|
|GRB130813791|13 36 07.2|+56 20 24|  11.264|
|GRB120616630|05 18 45.6|+56 26 24|   0.048|
|GRB170626401|11 01 39.4|+56 28 08|  12.288|
|GRB130706900|19 57 26.4|+56 28 48|   0.128|
|GRB130404877|01 53 09.6|+56 29 24|   0.960|
|GRB160814622|01 26 50.4|+56 30 36|   1.664|
|GRB170511477|06 19 36.0|+56 33 36|   2.304|
|GRB091024372|22 37 00.5|+56 53 21|  93.954|
|GRB091024380|22 37 00.5|+56 53 21| 450.569|
|GRB081229187|11 30 24.0|+56 54 00|   0.768|
|GRB130106995|01 55 02.4|+63 22 48|  70.401|
|GRB170521882|05 25 55.2|+63 29 24|   7.680|
|GRB081209981|03 01 12.0|+63 30 00|   0.192|
|GRB140709637|09 44 17.0|+63 30 18| 156.416|
|GRB151009949|14 48 00.0|+63 42 36|  18.944|
|GRB170111815|18 03 31.2|+63 42 36|   3.072|
|GRB160714097|15 37 50.6|+63 49 52|   0.320|
|GRB150314205|08 26 40.8|+63 50 03|  10.688|
